DATE,LEV
9/16/1971,50.41201033
9/17/1971,50.41201033
9/18/1971,50.41201033
9/19/1971,50.41201033
9/20/1971,50.41201033
9/21/1971,50.41201033
9/22/1971,50.41201033
9/23/1971,50.41201033
9/24/1971,50.41201033
9/25/1971,50.41201033
9/26/1971,50.41201033
9/27/1971,50.41201033
9/28/1971,50.41201033
9/29/1971,50.41201033
9/30/1971,50.41201033
10/1/1971,47.61572748
10/2/1971,47.61572748
10/3/1971,47.61572748
10/4/1971,47.61572748
10/5/1971,47.61572748
10/6/1971,47.61572748
10/7/1971,47.61572748
10/8/1971,47.61572748
10/9/1971,47.61572748
10/10/1971,47.61572748
10/11/1971,47.61572748
10/12/1971,47.61572748
10/13/1971,47.61572748
10/14/1971,47.61572748
10/15/1971,47.61572748
10/16/1971,47.61572748
10/17/1971,47.61572748
10/18/1971,47.61572748
10/19/1971,47.61572748
10/20/1971,47.61572748
10/21/1971,47.61572748
10/22/1971,47.61572748
10/23/1971,47.61572748
10/24/1971,47.61572748
10/25/1971,47.61572748
10/26/1971,47.61572748
10/27/1971,47.61572748
10/28/1971,47.61572748
10/29/1971,47.61572748
10/30/1971,47.61572748
10/31/1971,47.61572748
11/1/1971,47.61572748
11/2/1971,47.61572748
11/3/1971,47.61572748
11/4/1971,47.61572748
11/5/1971,47.61572748
11/6/1971,47.61572748
11/7/1971,47.61572748
11/8/1971,47.61572748
11/9/1971,47.61572748
11/10/1971,47.61572748
11/11/1971,47.61572748
11/12/1971,47.61572748
11/13/1971,47.61572748
11/14/1971,47.61572748
11/15/1971,47.61572748
11/16/1971,47.61572748
11/17/1971,47.61572748
11/18/1971,47.61572748
11/19/1971,47.61572748
11/20/1971,47.61572748
11/21/1971,47.61572748
11/22/1971,47.61572748
11/23/1971,47.61572748
11/24/1971,47.61572748
11/25/1971,47.61572748
11/26/1971,47.61572748
11/27/1971,47.61572748
11/28/1971,47.61572748
11/29/1971,47.61572748
11/30/1971,47.61572748
12/1/1971,47.61572748
12/2/1971,47.61572748
12/3/1971,47.61572748
12/4/1971,47.61572748
12/5/1971,47.61572748
12/6/1971,47.61572748
12/7/1971,47.61572748
12/8/1971,47.61572748
12/9/1971,47.61572748
12/10/1971,47.61572748
12/11/1971,47.61572748
12/12/1971,47.61572748
12/13/1971,47.61572748
12/14/1971,47.61572748
12/15/1971,47.61572748
12/16/1971,47.61572748
12/17/1971,47.61572748
12/18/1971,47.61572748
12/19/1971,47.61572748
12/20/1971,47.61572748
12/21/1971,47.61572748
12/22/1971,47.61572748
12/23/1971,47.61572748
12/24/1971,47.61572748
12/25/1971,47.61572748
12/26/1971,47.61572748
12/27/1971,47.61572748
12/28/1971,47.61572748
12/29/1971,47.61572748
12/30/1971,47.61572748
12/31/1971,47.61572748
1/1/1972,46.02571242
1/2/1972,46.02571242
1/3/1972,46.02571242
1/4/1972,46.02571242
1/5/1972,46.02571242
1/6/1972,46.02571242
1/7/1972,46.02571242
1/8/1972,46.02571242
1/9/1972,46.02571242
1/10/1972,46.02571242
1/11/1972,46.02571242
1/12/1972,46.02571242
1/13/1972,46.02571242
1/14/1972,46.02571242
1/15/1972,46.02571242
1/16/1972,46.02571242
1/17/1972,46.02571242
1/18/1972,46.02571242
1/19/1972,46.02571242
1/20/1972,46.02571242
1/21/1972,46.02571242
1/22/1972,46.02571242
1/23/1972,46.02571242
1/24/1972,46.02571242
1/25/1972,46.02571242
1/26/1972,46.02571242
1/27/1972,46.02571242
1/28/1972,46.02571242
1/29/1972,46.02571242
1/30/1972,46.02571242
1/31/1972,46.02571242
2/1/1972,46.02571242
2/2/1972,46.02571242
2/3/1972,46.02571242
2/4/1972,46.02571242
2/5/1972,46.02571242
2/6/1972,46.02571242
2/7/1972,46.02571242
2/8/1972,46.02571242
2/9/1972,46.02571242
2/10/1972,46.02571242
2/11/1972,46.02571242
2/12/1972,46.02571242
2/13/1972,46.02571242
2/14/1972,46.02571242
2/15/1972,46.02571242
2/16/1972,46.02571242
2/17/1972,46.02571242
2/18/1972,46.02571242
2/19/1972,46.02571242
2/20/1972,46.02571242
2/21/1972,46.02571242
2/22/1972,46.02571242
2/23/1972,46.02571242
2/24/1972,46.02571242
2/25/1972,46.02571242
2/26/1972,46.02571242
2/27/1972,46.02571242
2/28/1972,46.02571242
2/29/1972,46.02571242
3/1/1972,46.02571242
3/2/1972,46.02571242
3/3/1972,46.02571242
3/4/1972,46.02571242
3/5/1972,46.02571242
3/6/1972,46.02571242
3/7/1972,46.02571242
3/8/1972,46.02571242
3/9/1972,46.02571242
3/10/1972,46.02571242
3/11/1972,46.02571242
3/12/1972,46.02571242
3/13/1972,46.02571242
3/14/1972,46.02571242
3/15/1972,46.02571242
3/16/1972,46.02571242
3/17/1972,46.02571242
3/18/1972,46.02571242
3/19/1972,46.02571242
3/20/1972,46.02571242
3/21/1972,46.02571242
3/22/1972,46.02571242
3/23/1972,46.02571242
3/24/1972,46.02571242
3/25/1972,46.02571242
3/26/1972,46.02571242
3/27/1972,46.02571242
3/28/1972,46.02571242
3/29/1972,46.02571242
3/30/1972,46.02571242
3/31/1972,46.02571242
4/1/1972,47.0424591
4/2/1972,47.0424591
4/3/1972,47.0424591
4/4/1972,47.0424591
4/5/1972,47.0424591
4/6/1972,47.0424591
4/7/1972,47.0424591
4/8/1972,47.0424591
4/9/1972,47.0424591
4/10/1972,47.0424591
4/11/1972,47.0424591
4/12/1972,47.0424591
4/13/1972,47.0424591
4/14/1972,47.0424591
4/15/1972,47.0424591
4/16/1972,47.0424591
4/17/1972,47.0424591
4/18/1972,47.0424591
4/19/1972,47.0424591
4/20/1972,47.0424591
4/21/1972,47.0424591
4/22/1972,47.0424591
4/23/1972,47.0424591
4/24/1972,47.0424591
4/25/1972,47.0424591
4/26/1972,47.0424591
4/27/1972,47.0424591
4/28/1972,47.0424591
4/29/1972,47.0424591
4/30/1972,47.0424591
5/1/1972,47.0424591
5/2/1972,47.0424591
5/3/1972,47.0424591
5/4/1972,47.0424591
5/5/1972,47.0424591
5/6/1972,47.0424591
5/7/1972,47.0424591
5/8/1972,47.0424591
5/9/1972,47.0424591
5/10/1972,47.0424591
5/11/1972,47.0424591
5/12/1972,47.0424591
5/13/1972,47.0424591
5/14/1972,47.0424591
5/15/1972,47.0424591
5/16/1972,47.0424591
5/17/1972,47.0424591
5/18/1972,47.0424591
5/19/1972,47.0424591
5/20/1972,47.0424591
5/21/1972,47.0424591
5/22/1972,47.0424591
5/23/1972,47.0424591
5/24/1972,47.0424591
5/25/1972,47.0424591
5/26/1972,47.0424591
5/27/1972,47.0424591
5/28/1972,47.0424591
5/29/1972,47.0424591
5/30/1972,47.0424591
5/31/1972,47.0424591
6/1/1972,47.0424591
6/2/1972,47.0424591
6/3/1972,47.0424591
6/4/1972,47.0424591
6/5/1972,47.0424591
6/6/1972,47.0424591
6/7/1972,47.0424591
6/8/1972,47.0424591
6/9/1972,47.0424591
6/10/1972,47.0424591
6/11/1972,47.0424591
6/12/1972,47.0424591
6/13/1972,47.0424591
6/14/1972,47.0424591
6/15/1972,47.0424591
6/16/1972,47.0424591
6/17/1972,47.0424591
6/18/1972,47.0424591
6/19/1972,47.0424591
6/20/1972,47.0424591
6/21/1972,47.0424591
6/22/1972,47.0424591
6/23/1972,47.0424591
6/24/1972,47.0424591
6/25/1972,47.0424591
6/26/1972,47.0424591
6/27/1972,47.0424591
6/28/1972,47.0424591
6/29/1972,47.0424591
6/30/1972,47.0424591
7/1/1972,46.75817391
7/2/1972,46.75817391
7/3/1972,46.75817391
7/4/1972,46.75817391
7/5/1972,46.75817391
7/6/1972,46.75817391
7/7/1972,46.75817391
7/8/1972,46.75817391
7/9/1972,46.75817391
7/10/1972,46.75817391
7/11/1972,46.75817391
7/12/1972,46.75817391
7/13/1972,46.75817391
7/14/1972,46.75817391
7/15/1972,46.75817391
7/16/1972,46.75817391
7/17/1972,46.75817391
7/18/1972,46.75817391
7/19/1972,46.75817391
7/20/1972,46.75817391
7/21/1972,46.75817391
7/22/1972,46.75817391
7/23/1972,46.75817391
7/24/1972,46.75817391
7/25/1972,46.75817391
7/26/1972,46.75817391
7/27/1972,46.75817391
7/28/1972,46.75817391
7/29/1972,46.75817391
7/30/1972,46.75817391
7/31/1972,46.75817391
8/1/1972,46.75817391
8/2/1972,46.75817391
8/3/1972,46.75817391
8/4/1972,46.75817391
8/5/1972,46.75817391
8/6/1972,46.75817391
8/7/1972,46.75817391
8/8/1972,46.75817391
8/9/1972,46.75817391
8/10/1972,46.75817391
8/11/1972,46.75817391
8/12/1972,46.75817391
8/13/1972,46.75817391
8/14/1972,46.75817391
8/15/1972,46.75817391
8/16/1972,46.75817391
8/17/1972,46.75817391
8/18/1972,46.75817391
8/19/1972,46.75817391
8/20/1972,46.75817391
8/21/1972,46.75817391
8/22/1972,46.75817391
8/23/1972,46.75817391
8/24/1972,46.75817391
8/25/1972,46.75817391
8/26/1972,46.75817391
8/27/1972,46.75817391
8/28/1972,46.75817391
8/29/1972,46.75817391
8/30/1972,46.75817391
8/31/1972,46.75817391
9/1/1972,46.75817391
9/2/1972,46.75817391
9/3/1972,46.75817391
9/4/1972,46.75817391
9/5/1972,46.75817391
9/6/1972,46.75817391
9/7/1972,46.75817391
9/8/1972,46.75817391
9/9/1972,46.75817391
9/10/1972,46.75817391
9/11/1972,46.75817391
9/12/1972,46.75817391
9/13/1972,46.75817391
9/14/1972,46.75817391
9/15/1972,46.75817391
9/16/1972,46.75817391
9/17/1972,46.75817391
9/18/1972,46.75817391
9/19/1972,46.75817391
9/20/1972,46.75817391
9/21/1972,46.75817391
9/22/1972,46.75817391
9/23/1972,46.75817391
9/24/1972,46.75817391
9/25/1972,46.75817391
9/26/1972,46.75817391
9/27/1972,46.75817391
9/28/1972,46.75817391
9/29/1972,46.75817391
9/30/1972,46.75817391
10/1/1972,41.8155944
10/2/1972,41.8155944
10/3/1972,41.8155944
10/4/1972,41.8155944
10/5/1972,41.8155944
10/6/1972,41.8155944
10/7/1972,41.8155944
10/8/1972,41.8155944
10/9/1972,41.8155944
10/10/1972,41.8155944
10/11/1972,41.8155944
10/12/1972,41.8155944
10/13/1972,41.8155944
10/14/1972,41.8155944
10/15/1972,41.8155944
10/16/1972,41.8155944
10/17/1972,41.8155944
10/18/1972,41.8155944
10/19/1972,41.8155944
10/20/1972,41.8155944
10/21/1972,41.8155944
10/22/1972,41.8155944
10/23/1972,41.8155944
10/24/1972,41.8155944
10/25/1972,41.8155944
10/26/1972,41.8155944
10/27/1972,41.8155944
10/28/1972,41.8155944
10/29/1972,41.8155944
10/30/1972,41.8155944
10/31/1972,41.8155944
11/1/1972,41.8155944
11/2/1972,41.8155944
11/3/1972,41.8155944
11/4/1972,41.8155944
11/5/1972,41.8155944
11/6/1972,41.8155944
11/7/1972,41.8155944
11/8/1972,41.8155944
11/9/1972,41.8155944
11/10/1972,41.8155944
11/11/1972,41.8155944
11/12/1972,41.8155944
11/13/1972,41.8155944
11/14/1972,41.8155944
11/15/1972,41.8155944
11/16/1972,41.8155944
11/17/1972,41.8155944
11/18/1972,41.8155944
11/19/1972,41.8155944
11/20/1972,41.8155944
11/21/1972,41.8155944
11/22/1972,41.8155944
11/23/1972,41.8155944
11/24/1972,41.8155944
11/25/1972,41.8155944
11/26/1972,41.8155944
11/27/1972,41.8155944
11/28/1972,41.8155944
11/29/1972,41.8155944
11/30/1972,41.8155944
12/1/1972,41.8155944
12/2/1972,41.8155944
12/3/1972,41.8155944
12/4/1972,41.8155944
12/5/1972,41.8155944
12/6/1972,41.8155944
12/7/1972,41.8155944
12/8/1972,41.8155944
12/9/1972,41.8155944
12/10/1972,41.8155944
12/11/1972,41.8155944
12/12/1972,41.8155944
12/13/1972,41.8155944
12/14/1972,41.8155944
12/15/1972,41.8155944
12/16/1972,41.8155944
12/17/1972,41.8155944
12/18/1972,41.8155944
12/19/1972,41.8155944
12/20/1972,41.8155944
12/21/1972,41.8155944
12/22/1972,41.8155944
12/23/1972,41.8155944
12/24/1972,41.8155944
12/25/1972,41.8155944
12/26/1972,41.8155944
12/27/1972,41.8155944
12/28/1972,41.8155944
12/29/1972,41.8155944
12/30/1972,41.8155944
12/31/1972,41.8155944
1/1/1973,45.78783777
1/2/1973,45.78783777
1/3/1973,45.78783777
1/4/1973,45.78783777
1/5/1973,45.78783777
1/6/1973,45.78783777
1/7/1973,45.78783777
1/8/1973,45.78783777
1/9/1973,45.78783777
1/10/1973,45.78783777
1/11/1973,45.78783777
1/12/1973,45.78783777
1/13/1973,45.78783777
1/14/1973,45.78783777
1/15/1973,45.78783777
1/16/1973,45.78783777
1/17/1973,45.78783777
1/18/1973,45.78783777
1/19/1973,45.78783777
1/20/1973,45.78783777
1/21/1973,45.78783777
1/22/1973,45.78783777
1/23/1973,45.78783777
1/24/1973,45.78783777
1/25/1973,45.78783777
1/26/1973,45.78783777
1/27/1973,45.78783777
1/28/1973,45.78783777
1/29/1973,45.78783777
1/30/1973,45.78783777
1/31/1973,45.78783777
2/1/1973,45.78783777
2/2/1973,45.78783777
2/3/1973,45.78783777
2/4/1973,45.78783777
2/5/1973,45.78783777
2/6/1973,45.78783777
2/7/1973,45.78783777
2/8/1973,45.78783777
2/9/1973,45.78783777
2/10/1973,45.78783777
2/11/1973,45.78783777
2/12/1973,45.78783777
2/13/1973,45.78783777
2/14/1973,45.78783777
2/15/1973,45.78783777
2/16/1973,45.78783777
2/17/1973,45.78783777
2/18/1973,45.78783777
2/19/1973,45.78783777
2/20/1973,45.78783777
2/21/1973,45.78783777
2/22/1973,45.78783777
2/23/1973,45.78783777
2/24/1973,45.78783777
2/25/1973,45.78783777
2/26/1973,45.78783777
2/27/1973,45.78783777
2/28/1973,45.78783777
3/1/1973,45.78783777
3/2/1973,45.78783777
3/3/1973,45.78783777
3/4/1973,45.78783777
3/5/1973,45.78783777
3/6/1973,45.78783777
3/7/1973,45.78783777
3/8/1973,45.78783777
3/9/1973,45.78783777
3/10/1973,45.78783777
3/11/1973,45.78783777
3/12/1973,45.78783777
3/13/1973,45.78783777
3/14/1973,45.78783777
3/15/1973,45.78783777
3/16/1973,45.78783777
3/17/1973,45.78783777
3/18/1973,45.78783777
3/19/1973,45.78783777
3/20/1973,45.78783777
3/21/1973,45.78783777
3/22/1973,45.78783777
3/23/1973,45.78783777
3/24/1973,45.78783777
3/25/1973,45.78783777
3/26/1973,45.78783777
3/27/1973,45.78783777
3/28/1973,45.78783777
3/29/1973,45.78783777
3/30/1973,45.78783777
3/31/1973,45.78783777
4/1/1973,51.09344625
4/2/1973,51.09344625
4/3/1973,51.09344625
4/4/1973,51.09344625
4/5/1973,51.09344625
4/6/1973,51.09344625
4/7/1973,51.09344625
4/8/1973,51.09344625
4/9/1973,51.09344625
4/10/1973,51.09344625
4/11/1973,51.09344625
4/12/1973,51.09344625
4/13/1973,51.09344625
4/14/1973,51.09344625
4/15/1973,51.09344625
4/16/1973,51.09344625
4/17/1973,51.09344625
4/18/1973,51.09344625
4/19/1973,51.09344625
4/20/1973,51.09344625
4/21/1973,51.09344625
4/22/1973,51.09344625
4/23/1973,51.09344625
4/24/1973,51.09344625
4/25/1973,51.09344625
4/26/1973,51.09344625
4/27/1973,51.09344625
4/28/1973,51.09344625
4/29/1973,51.09344625
4/30/1973,51.09344625
5/1/1973,51.09344625
5/2/1973,51.09344625
5/3/1973,51.09344625
5/4/1973,51.09344625
5/5/1973,51.09344625
5/6/1973,51.09344625
5/7/1973,51.09344625
5/8/1973,51.09344625
5/9/1973,51.09344625
5/10/1973,51.09344625
5/11/1973,51.09344625
5/12/1973,51.09344625
5/13/1973,51.09344625
5/14/1973,51.09344625
5/15/1973,51.09344625
5/16/1973,51.09344625
5/17/1973,51.09344625
5/18/1973,51.09344625
5/19/1973,51.09344625
5/20/1973,51.09344625
5/21/1973,51.09344625
5/22/1973,51.09344625
5/23/1973,51.09344625
5/24/1973,51.09344625
5/25/1973,51.09344625
5/26/1973,51.09344625
5/27/1973,51.09344625
5/28/1973,51.09344625
5/29/1973,51.09344625
5/30/1973,51.09344625
5/31/1973,51.09344625
6/1/1973,51.09344625
6/2/1973,51.09344625
6/3/1973,51.09344625
6/4/1973,51.09344625
6/5/1973,51.09344625
6/6/1973,51.09344625
6/7/1973,51.09344625
6/8/1973,51.09344625
6/9/1973,51.09344625
